"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2010"	"2010"	2775	116787	2376.1	2287.7	2464.5	45.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2011"	"2011"	3237	145041	2231.8	2154.9	2308.7	39.2
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2012"	"2012"	3452	150451	2294.4	2217.9	2371.0	39.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2013"	"2013"	3698	156894	2357.0	2281.0	2433.0	38.8
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2014"	"2014"	3663	166632	2198.3	2127.1	2269.4	36.3
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2015"	"2015"	3938	168372	2338.9	2265.8	2411.9	37.3
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2016"	"2016"	4181	168328	2483.8	2408.6	2559.1	38.4
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2017"	"2017"	4172	176211	2367.6	2295.8	2439.5	36.7
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2018"	"2018"	4404	185915	2368.8	2298.9	2438.8	35.7
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2019"	"2019"	4513	198218	2276.8	2210.4	2343.2	33.9
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2020 "	"2020"	5972	200462	2979.1	2903.6	3054.7	38.6
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"1999"	"1999"	2589	85341	3033.7	2916.9	3150.6	59.6
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2000"	"2000"	2610	86283	3024.9	2908.9	3141.0	59.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2001"	"2001"	2601	85471	3043.1	2926.2	3160.1	59.7
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2002"	"2002"	2528	85421	2959.5	2844.1	3074.8	58.9
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2003"	"2003"	2606	89100	2924.8	2812.5	3037.1	57.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2004"	"2004"	2532	89770	2820.5	2710.7	2930.4	56.1
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2005"	"2005"	2607	97870	2663.7	2561.5	2766.0	52.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2006"	"2006"	2504	95430	2623.9	2521.1	2726.7	52.4
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2007"	"2007"	2726	99359	2743.6	2640.6	2846.6	52.5
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2008"	"2008"	2937	109138	2691.1	2593.8	2788.4	49.7
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2009"	"2009"	2821	109984	2564.9	2470.3	2659.6	48.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2010"	"2010"	2802	115206	2432.2	2342.1	2522.2	45.9
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2011"	"2011"	2735	114429	2390.1	2300.6	2479.7	45.7
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2012"	"2012"	3323	141798	2343.5	2263.8	2423.2	40.7
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2013"	"2013"	3508	147708	2375.0	2296.4	2453.5	40.1
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2014"	"2014"	3709	153027	2423.8	2345.8	2501.8	39.8
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2015"	"2015"	3936	162724	2418.8	2343.3	2494.4	38.6
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2016"	"2016"	4281	164339	2605.0	2526.9	2683.0	39.8
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2017"	"2017"	4224	164459	2568.4	2491.0	2645.9	39.5
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2018"	"2018"	4454	171391	2598.7	2522.4	2675.1	38.9
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2019"	"2019"	4591	181434	2530.4	2457.2	2603.6	37.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2020 "	"2020"	5994	193117	3103.8	3025.2	3182.4	40.1
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"1999"	"1999"	2736	77471	3531.6	3399.3	3664.0	67.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2000"	"2000"	2501	76307	3277.5	3149.1	3406.0	65.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2001"	"2001"	2723	84843	3209.5	3088.9	3330.0	61.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2002"	"2002"	2589	83514	3100.1	2980.7	3219.5	60.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2003"	"2003"	2486	83549	2975.5	2858.5	3092.5	59.7
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2004"	"2004"	2603	87182	2985.7	2871.0	3100.4	58.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2005"	"2005"	2537	87836	2888.3	2775.9	3000.7	57.3
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2006"	"2006"	2651	95842	2766.0	2660.7	2871.3	53.7
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2007"	"2007"	2691	93411	2880.8	2772.0	2989.7	55.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2008"	"2008"	2787	97201	2867.3	2760.8	2973.7	54.3
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2009"	"2009"	3000	106912	2806.0	2705.6	2906.5	51.2
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2010"	"2010"	2856	107163	2665.1	2567.4	2762.8	49.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2011"	"2011"	2810	112684	2493.7	2401.5	2585.9	47.0
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2012"	"2012"	2871	111738	2569.4	2475.4	2663.4	48.0
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2013"	"2013"	3490	138933	2512.0	2428.7	2595.3	42.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2014"	"2014"	3697	143797	2571.0	2488.1	2653.9	42.3
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2015"	"2015"	3965	149275	2656.2	2573.5	2738.8	42.2
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2016"	"2016"	4082	158736	2571.6	2492.7	2650.5	40.2
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2017"	"2017"	4308	160394	2685.9	2605.7	2766.1	40.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2018"	"2018"	4392	159731	2749.6	2668.3	2830.9	41.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2019"	"2019"	4545	167100	2719.9	2640.9	2799.0	40.3
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2020 "	"2020"	6113	176341	3466.6	3379.7	3553.5	44.3
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"1999"	"1999"	2676	77088	3471.4	3339.8	3602.9	67.1
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2000"	"2000"	2791	77129	3618.6	3484.4	3752.9	68.5
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2001"	"2001"	2623	75977	3452.4	3320.2	3584.5	67.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2002"	"2002"	2699	82760	3261.2	3138.2	3384.3	62.8
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2003"	"2003"	2677	81578	3281.5	3157.2	3405.8	63.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2004"	"2004"	2662	81563	3263.7	3139.8	3387.7	63.3
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2005"	"2005"	2642	85131	3103.5	2985.1	3221.8	60.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2006"	"2006"	2722	85775	3173.4	3054.2	3292.6	60.8
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2007"	"2007"	2613	93808	2785.5	2678.7	2892.3	54.5
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2008"	"2008"	2692	91344	2947.1	2835.8	3058.4	56.8
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2009"	"2009"	2736	95099	2877.0	2769.2	2984.8	55.0
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2010"	"2010"	2890	103634	2788.7	2687.0	2890.3	51.9
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2011"	"2011"	2908	104825	2774.1	2673.3	2875.0	51.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2012"	"2012"	3029	109945	2755.0	2656.9	2853.1	50.1
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2013"	"2013"	3006	108968	2758.6	2660.0	2857.2	50.3
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2014"	"2014"	3516	135144	2601.7	2515.7	2687.7	43.9
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2015"	"2015"	3730	140084	2662.7	2577.2	2748.1	43.6
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2016"	"2016"	3980	145256	2740.0	2654.9	2825.1	43.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2017"	"2017"	4405	154874	2844.2	2760.3	2928.2	42.9
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2018"	"2018"	4567	155863	2930.1	2845.2	3015.1	43.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2019"	"2019"	4505	155252	2901.7	2817.0	2986.5	43.2
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2020 "	"2020"	5918	161985	3653.4	3560.3	3746.5	47.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"1999"	"1999"	2722	68967	3946.8	3798.5	4095.1	75.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2000"	"2000"	2732	68273	4001.6	3851.5	4151.6	76.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2001"	"2001"	2838	73732	3849.1	3707.5	3990.7	72.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2002"	"2002"	2657	74043	3588.5	3452.0	3724.9	69.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2003"	"2003"	2761	80803	3417.0	3289.5	3544.4	65.0
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2004"	"2004"	2717	79599	3413.4	3285.0	3541.7	65.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2005"	"2005"	2627	79726	3295.0	3169.0	3421.0	64.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2006"	"2006"	2649	83316	3179.5	3058.4	3300.5	61.8
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2007"	"2007"	2713	84057	3227.6	3106.1	3349.0	62.0
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2008"	"2008"	2724	92098	2957.7	2846.6	3068.8	56.7
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2009"	"2009"	2769	89681	3087.6	2972.6	3202.6	58.7
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2010"	"2010"	2789	92179	3025.6	2913.3	3137.9	57.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2011"	"2011"	3037	101364	2996.1	2889.6	3102.7	54.4
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2012"	"2012"	3009	102138	2946.0	2840.8	3051.3	53.7
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2013"	"2013"	3018	107020	2820.0	2719.4	2920.6	51.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2014"	"2014"	3109	106100	2930.3	2827.3	3033.3	52.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2015"	"2015"	3635	131549	2763.2	2673.4	2853.1	45.8
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2016"	"2016"	4029	136167	2958.9	2867.5	3050.2	46.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2017"	"2017"	4249	141539	3002.0	2911.7	3092.3	46.1
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2018"	"2018"	4499	150373	2991.9	2904.5	3079.3	44.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2019"	"2019"	4616	151063	3055.7	2967.5	3143.8	45.0
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2020 "	"2020"	5923	150308	3940.6	3840.2	4040.9	51.2
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"1999"	"1999"	2997	67602	4433.3	4274.6	4592.0	81.0
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2000"	"2000"	2721	67243	4046.5	3894.5	4198.6	77.6
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2001"	"2001"	2832	68311	4145.7	3993.1	4298.4	77.9
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2002"	"2002"	2819	71113	3964.1	3817.8	4110.5	74.7
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2003"	"2003"	2865	71275	4019.6	3872.5	4166.8	75.1
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2004"	"2004"	2714	77751	3490.6	3359.3	3622.0	67.0
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2005"	"2005"	2785	76451	3642.9	3507.6	3778.2	69.0
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2006"	"2006"	2676	76484	3498.8	3366.2	3631.3	67.6
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2007"	"2007"	2709	79759	3396.5	3268.6	3524.4	65.3
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2008"	"2008"	2795	80267	3482.1	3353.0	3611.2	65.9
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2009"	"2009"	2757	87856	3138.1	3021.0	3255.2	59.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2010"	"2010"	2776	85414	3250.1	3129.1	3371.0	61.7
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2011"	"2011"	2873	90762	3165.4	3049.7	3281.2	59.1
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2012"	"2012"	2993	98493	3038.8	2929.9	3147.7	55.5
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2013"	"2013"	3057	99236	3080.5	2971.3	3189.7	55.7
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2014"	"2014"	3151	104048	3028.4	2922.7	3134.2	53.9
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2015"	"2015"	3172	103188	3074.0	2967.0	3181.0	54.6
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2016"	"2016"	3880	127683	3038.8	2943.2	3134.4	48.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2017"	"2017"	4160	132509	3139.4	3044.0	3234.8	48.7
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2018"	"2018"	4348	136967	3174.5	3080.1	3268.8	48.1
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2019"	"2019"	4443	145633	3050.8	2961.1	3140.5	45.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2020 "	"2020"	6009	146065	4113.9	4009.9	4217.9	53.1
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"1999"	"1999"	3023	66699	4532.3	4370.7	4693.9	82.4
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2000"	"2000"	2981	66637	4473.5	4312.9	4634.1	81.9
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2001"	"2001"	2706	63621	4253.3	4093.1	4413.6	81.8
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2002"	"2002"	2762	65732	4201.9	4045.2	4358.6	80.0
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2003"	"2003"	2814	68307	4119.6	3967.4	4271.8	77.7
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2004"	"2004"	2810	68273	4115.8	3963.6	4268.0	77.6
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2005"	"2005"	2875	74382	3865.2	3723.9	4006.5	72.1
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2006"	"2006"	2775	72946	3804.2	3662.6	3945.7	72.2
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2007"	"2007"	2716	72874	3727.0	3586.8	3867.1	71.5
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2008"	"2008"	2731	75740	3605.8	3470.5	3741.0	69.0
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2009"	"2009"	2674	76054	3515.9	3382.7	3649.2	68.0
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2010"	"2010"	2804	82356	3404.7	3278.7	3530.8	64.3
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2011"	"2011"	2941	83603	3517.8	3390.7	3645.0	64.9
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2012"	"2012"	3021	87944	3435.1	3312.6	3557.6	62.5
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2013"	"2013"	3198	95636	3343.9	3228.0	3459.8	59.1
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2014"	"2014"	3170	96196	3295.4	3180.6	3410.1	58.5
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2015"	"2015"	3237	100956	3206.3	3095.9	3316.8	56.4
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2016"	"2016"	3411	99944	3412.9	3298.4	3527.4	58.4
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2017"	"2017"	3955	124131	3186.2	3086.9	3285.5	50.7
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2018"	"2018"	4246	128130	3313.8	3214.1	3413.5	50.9
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2019"	"2019"	4499	132655	3391.5	3292.4	3490.6	50.6
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2020 "	"2020"	6085	140859	4319.9	4211.4	4428.5	55.4
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"1999"	"1999"	2979	60003	4964.8	4786.5	5143.0	91.0
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2000"	"2000"	2897	60013	4827.3	4651.5	5003.1	89.7
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2001"	"2001"	3030	65552	4622.3	4457.7	4786.9	84.0
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2002"	"2002"	2839	61880	4587.9	4419.1	4756.7	86.1
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2003"	"2003"	2884	64129	4497.2	4333.1	4661.3	83.7
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2004"	"2004"	2890	66804	4326.1	4168.4	4483.8	80.5
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2005"	"2005"	2754	66968	4112.4	3958.8	4266.0	78.4
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2006"	"2006"	2840	73197	3879.9	3737.2	4022.6	72.8
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2007"	"2007"	2790	72005	3874.7	3731.0	4018.5	73.4
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2008"	"2008"	2708	72121	3754.8	3613.4	3896.2	72.2
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2009"	"2009"	2687	75173	3574.4	3439.3	3709.6	69.0
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2010"	"2010"	2758	74635	3695.3	3557.4	3833.2	70.4
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2011"	"2011"	2813	80956	3474.7	3346.3	3603.1	65.5
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2012"	"2012"	2971	80485	3691.4	3558.6	3824.1	67.7
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2013"	"2013"	3150	85119	3700.7	3571.5	3829.9	65.9
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2014"	"2014"	3190	92443	3450.8	3331.0	3570.5	61.1
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2015"	"2015"	3374	93094	3624.3	3502.0	3746.6	62.4
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2016"	"2016"	3357	97723	3435.2	3319.0	3551.4	59.3
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2017"	"2017"	3514	96940	3624.9	3505.1	3744.8	61.2
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2018"	"2018"	4150	120039	3457.2	3352.0	3562.4	53.7
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2019"	"2019"	4312	124013	3477.1	3373.3	3580.8	53.0
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	"2020 "	"2020"	5755	128261	4486.9	4371.0	4602.9	59.1
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"1999"	"1999"	3116	57299	5438.1	5247.2	5629.1	97.4
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2000"	"2000"	3151	58332	5401.8	5213.2	5590.5	96.2
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2001"	"2001"	2998	58281	5144.0	4959.9	5328.2	93.9
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2002"	"2002"	3002	62830	4778.0	4607.1	4948.9	87.2
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2003"	"2003"	2894	59131	4894.2	4715.9	5072.5	91.0
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2004"	"2004"	2772	61056	4540.1	4371.1	4709.1	86.2
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2005"	"2005"	2881	63426	4542.3	4376.4	4708.2	84.6
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2006"	"2006"	2776	63403	4378.3	4215.5	4541.2	83.1
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2007"	"2007"	2805	69128	4057.7	3907.5	4207.9	76.6
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2008"	"2008"	2794	67793	4121.4	3968.5	4274.2	78.0
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2009"	"2009"	2735	67696	4040.1	3888.7	4191.5	77.3
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2010"	"2010"	2813	70611	3983.8	3836.6	4131.0	75.1
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2011"	"2011"	2870	73173	3922.2	3778.7	4065.7	73.2
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2012"	"2012"	2904	77454	3749.3	3613.0	3885.7	69.6
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2013"	"2013"	2998	77697	3858.6	3720.5	3996.7	70.5
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2014"	"2014"	3174	82226	3860.1	3725.8	3994.4	68.5
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2015"	"2015"	3400	89271	3808.6	3680.6	3936.6	65.3
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2016"	"2016"	3387	89949	3765.5	3638.7	3892.3	64.7
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2017"	"2017"	3423	94675	3615.5	3494.4	3736.6	61.8
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2018"	"2018"	3528	93637	3767.7	3643.4	3892.1	63.4
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2019"	"2019"	4225	115936	3644.3	3534.4	3754.1	56.1
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	"2020 "	"2020"	5831	119503	4879.4	4754.1	5004.6	63.9
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"1999"	"1999"	3171	53681	5907.1	5701.5	6112.7	104.9
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2000"	"2000"	3182	54896	5796.4	5595.0	5997.8	102.8
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2001"	"2001"	3054	55611	5491.7	5296.9	5686.5	99.4
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2002"	"2002"	2997	55809	5370.1	5177.8	5562.4	98.1
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2003"	"2003"	3022	60162	5023.1	4844.0	5202.2	91.4
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2004"	"2004"	2664	56546	4711.2	4532.3	4890.1	91.3
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2005"	"2005"	2864	58413	4903.0	4723.4	5082.6	91.6
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2006"	"2006"	2786	60676	4591.6	4421.1	4762.1	87.0
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2007"	"2007"	2745	60679	4523.8	4354.6	4693.0	86.3
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	"2008"	"2008"	2754	66172	4161.9	4006.4	4317.3	79.3
